Trade_ID,Product_ID,Year_ID,TradeType_ID,Trade_Value,Share_Percentage,Growth_Rate,Absolute_Change,Trade_Balance,Created_At
3176,5944,1,1,5.63,0.0002,1.54,0.08,5.03,01-04-2023 00:00
3177,2658,1,1,8.05,0.0002,25.52,2.05,3.37,01-04-2023 00:00
3178,5945,1,1,8.05,0.0002,25.52,2.05,3.37,01-04-2023 00:00
3179,2659,1,1,7.19,0.0002,-20.35,-1.46,7.12,01-04-2023 00:00
3180,2660,1,1,17.82,0.0005,-6.63,-1.18,17.24,01-04-2023 00:00
3181,2661,1,1,17.7,0.0005,61.98,10.98,16.73,01-04-2023 00:00
3182,5946,1,1,17.7,0.0005,61.98,10.98,16.73,01-04-2023 00:00
3183,2662,1,1,187.73,0.0052,9.74,18.28,186.63,01-04-2023 00:00
3184,5947,1,1,187.73,0.0052,9.74,18.28,186.63,01-04-2023 00:00
3185,2663,1,1,0.19,0,78.23,0.15,-0.81,01-04-2023 00:00
3186,2664,1,1,13.03,0.0004,18.82,2.45,1.77,01-04-2023 00:00
3187,2665,1,1,16.77,0.0005,-42.06,-7.05,12.56,01-04-2023 00:00
3188,5948,1,1,16.77,0.0005,-42.06,-7.05,12.56,01-04-2023 00:00
3189,2666,1,1,5.51,0.0002,109.8,6.06,-5.35,01-04-2023 00:00
3190,2667,1,1,75.82,0.0021,3,2.27,70.77,01-04-2023 00:00
3191,2668,1,1,8.02,0.0002,-28.38,-2.28,3.38,01-04-2023 00:00
3192,2669,1,1,0.04,0,0,-0.04,-0.09,01-04-2023 00:00
3193,2670,1,1,5.98,0.0002,-38.75,-2.31,1.37,01-04-2023 00:00
3194,5949,1,1,5.98,0.0002,-38.75,-2.31,1.37,01-04-2023 00:00
3195,2671,1,1,1.35,0,17.48,0.24,1.18,01-04-2023 00:00
3196,5950,1,1,1.35,0,17.48,0.24,1.18,01-04-2023 00:00
3197,2672,1,1,1.9,0.0001,-34.96,-0.67,1.89,01-04-2023 00:00
3198,2673,1,1,2818.05,0.0779,-2.06,-58.18,2585.51,01-04-2023 00:00
3199,5951,1,1,2818.05,0.0779,-2.06,-58.18,2585.51,01-04-2023 00:00
3200,2674,1,1,105.05,0.0029,5.23,5.5,-163.43,01-04-2023 00:00
3201,5952,1,1,105.05,0.0029,5.23,5.5,-163.43,01-04-2023 00:00
3202,2675,1,1,323.07,0.0089,-5.74,-18.55,301.15,01-04-2023 00:00
3203,5953,1,1,323.07,0.0089,-5.74,-18.55,301.15,01-04-2023 00:00
3204,2676,1,1,16.08,0.0004,49.01,7.88,7.04,01-04-2023 00:00
3205,5954,1,1,16.08,0.0004,49.01,7.88,7.04,01-04-2023 00:00
3206,2677,1,1,4.64,0.0001,176.7,8.21,1.73,01-04-2023 00:00
3207,5955,1,1,4.64,0.0001,176.7,8.21,1.73,01-04-2023 00:00
3208,2678,1,1,11.4,0.0003,-28.26,-3.22,10.97,01-04-2023 00:00
3209,5956,1,1,11.4,0.0003,-28.26,-3.22,10.97,01-04-2023 00:00
3210,2679,1,1,7.34,0.0002,266.59,19.56,2.21,01-04-2023 00:00
3211,5957,1,1,7.34,0.0002,266.59,19.56,2.21,01-04-2023 00:00
3212,2680,1,1,75.15,0.0021,5.28,3.96,74.42,01-04-2023 00:00
3213,5958,1,1,75.15,0.0021,5.28,3.96,74.42,01-04-2023 00:00
3214,2681,1,1,87.13,0.0024,2.11,1.84,83.63,01-04-2023 00:00
3215,2682,1,1,180.26,0.005,-1.02,-1.83,171.03,01-04-2023 00:00
3216,5959,1,1,180.26,0.005,-1.02,-1.83,171.03,01-04-2023 00:00
3217,2683,1,1,110.91,0.0031,-18.13,-20.11,93.98,01-04-2023 00:00
3218,2684,1,1,17.11,0.0005,-50.54,-8.65,7.6,01-04-2023 00:00
3219,5960,1,1,17.11,0.0005,-50.54,-8.65,7.6,01-04-2023 00:00
3220,2685,1,1,118.56,0.0033,-8.35,-9.9,104.25,01-04-2023 00:00
3221,5961,1,1,118.56,0.0033,-8.35,-9.9,104.25,01-04-2023 00:00
3222,2686,1,1,0.37,0,83.56,0.31,-36.42,01-04-2023 00:00
3223,5962,1,1,0.37,0,83.56,0.31,-36.42,01-04-2023 00:00
3224,2687,1,1,38.43,0.0011,-20.64,-7.93,26.01,01-04-2023 00:00
3225,5963,1,1,38.43,0.0011,-20.64,-7.93,26.01,01-04-2023 00:00
3226,2688,1,1,4.61,0.0001,-28.34,-1.31,-1.57,01-04-2023 00:00
3227,5964,1,1,4.61,0.0001,-28.34,-1.31,-1.57,01-04-2023 00:00
3228,2689,1,1,4.88,0.0001,50.14,2.44,-3.67,01-04-2023 00:00
3229,5965,1,1,4.88,0.0001,50.14,2.44,-3.67,01-04-2023 00:00
3230,2690,1,1,0.02,0,63.2,0.01,-1.27,01-04-2023 00:00
3231,5966,1,1,0.02,0,63.2,0.01,-1.27,01-04-2023 00:00
3232,2691,1,1,3.63,0.0001,-54.79,-1.99,-0.4,01-04-2023 00:00
3233,5967,1,1,3.63,0.0001,-54.79,-1.99,-0.4,01-04-2023 00:00
3234,2692,1,1,17.2,0.0005,-16.61,-2.86,1.93,01-04-2023 00:00
3235,5970,1,1,17.2,0.0005,-16.61,-2.86,1.93,01-04-2023 00:00
3236,2693,1,1,40.09,0.0011,-92.51,-37.09,35.09,01-04-2023 00:00
3237,5971,1,1,40.09,0.0011,-92.51,-37.09,35.09,01-04-2023 00:00
3238,2694,1,1,17.08,0.0005,-70.03,-11.96,16.29,01-04-2023 00:00
3239,5972,1,1,17.08,0.0005,-70.03,-11.96,16.29,01-04-2023 00:00
3240,2695,1,1,2.15,0.0001,-33.6,-0.72,-0.98,01-04-2023 00:00
3241,5973,1,1,2.15,0.0001,-33.6,-0.72,-0.98,01-04-2023 00:00
3242,2696,1,1,0.32,0,304.5,0.98,-0.36,01-04-2023 00:00
3243,5974,1,1,0.32,0,304.5,0.98,-0.36,01-04-2023 00:00
3244,2697,1,1,72.54,0.002,-28.77,-20.86,54.81,01-04-2023 00:00
3245,2698,1,1,15.92,0.0004,21.61,3.43,14.72,01-04-2023 00:00
3246,5975,1,1,15.92,0.0004,21.61,3.43,14.72,01-04-2023 00:00
3247,2699,1,1,9.29,0.0003,49.93,4.64,7.09,01-04-2023 00:00
3248,2700,1,1,685.18,0.0189,10.62,72.73,651.96,01-04-2023 00:00
3249,2701,1,1,59.78,0.0017,-37.19,-22.23,-144.41,01-04-2023 00:00
3250,2702,1,1,7.49,0.0002,72.3,5.41,-8.7,01-04-2023 00:00
3251,2703,1,1,22.4,0.0006,17.54,3.93,-265.85,01-04-2023 00:00
3252,2704,1,1,55.21,0.0015,1.87,1.03,-21.5,01-04-2023 00:00
3253,2705,1,1,49.74,0.0014,7.82,3.89,44.59,01-04-2023 00:00
3254,5976,1,1,49.74,0.0014,7.82,3.89,44.59,01-04-2023 00:00
3255,2706,1,1,10.61,0.0003,63.05,6.7,-22.51,01-04-2023 00:00
3256,2707,1,1,13.47,0.0004,-8.93,-1.2,-39.71,01-04-2023 00:00
3257,2708,1,1,207.79,0.0057,23.89,49.63,38.09,01-04-2023 00:00
3258,2709,1,1,705.05,0.0195,11.83,83.42,510.11,01-04-2023 00:00
3259,2710,1,1,271.62,0.0075,22.66,61.56,21.17,01-04-2023 00:00
3260,2711,1,1,198.73,0.0055,38.4,76.3,9.38,01-04-2023 00:00
3261,2712,1,1,38.9,0.0011,107.46,41.8,-24.7,01-04-2023 00:00
3262,2713,1,1,28.52,0.0008,77.13,22.01,-267.1,01-04-2023 00:00
3263,2714,1,1,51.99,0.0014,6.03,3.13,-86.92,01-04-2023 00:00
3264,2715,1,1,78.2,0.0022,23.68,18.52,-217.04,01-04-2023 00:00
3265,2716,1,1,3.13,0.0001,-7.43,-0.24,-11.99,01-04-2023 00:00
3266,2717,1,1,9.69,0.0003,90.87,8.81,-26.02,01-04-2023 00:00
3267,2718,1,1,47,0.0013,44.2,20.78,-1.61,01-04-2023 00:00
3268,5977,1,1,47,0.0013,44.2,20.78,-1.61,01-04-2023 00:00
3269,2719,1,1,135.65,0.0037,7.16,9.71,-293.88,01-04-2023 00:00
3270,5978,1,1,135.65,0.0037,7.16,9.71,-293.88,01-04-2023 00:00
3271,2720,1,1,0.71,0,-36.77,-0.26,0.63,01-04-2023 00:00
3272,5979,1,1,0.71,0,-36.77,-0.26,0.63,01-04-2023 00:00
3273,2721,1,1,14.91,0.0004,-22.77,-3.4,8.62,01-04-2023 00:00
3274,5980,1,1,14.91,0.0004,-22.77,-3.4,8.62,01-04-2023 00:00
3275,2722,1,1,6.04,0.0002,46.6,2.81,4.13,01-04-2023 00:00
3276,2723,1,1,925.97,0.0256,19.27,178.43,904.67,01-04-2023 00:00
3277,2724,1,1,122.75,0.0034,38.34,47.06,-44.41,01-04-2023 00:00
3278,2725,1,1,97.95,0.0027,41.36,40.51,-114.17,01-04-2023 00:00
3279,2726,1,1,678,0.0187,15.67,106.25,494.55,01-04-2023 00:00
3280,2727,1,1,69.03,0.0019,34.17,23.58,60.41,01-04-2023 00:00
3281,5981,1,1,69.03,0.0019,34.17,23.58,60.41,01-04-2023 00:00
3282,2728,1,1,12.95,0.0004,-22.2,-2.87,8.2,01-04-2023 00:00
3283,2729,1,1,151.88,0.0042,11.51,17.47,127.82,01-04-2023 00:00
3284,5982,1,1,151.88,0.0042,11.51,17.47,127.82,01-04-2023 00:00
3285,2730,1,1,1762.16,0.0487,11.07,195.14,1743.77,01-04-2023 00:00
3286,5983,1,1,1762.16,0.0487,11.07,195.14,1743.77,01-04-2023 00:00
3287,2731,1,1,618.67,0.0171,5.83,36.09,609.07,01-04-2023 00:00
3288,2732,1,1,177.47,0.0049,4.65,8.25,176.17,01-04-2023 00:00
3289,2733,1,1,283.35,0.0078,-1.96,-5.56,282.88,01-04-2023 00:00
3290,2734,1,1,1482.12,0.041,20.08,297.64,1462.57,01-04-2023 00:00
3291,5984,1,1,1482.12,0.041,20.08,297.64,1462.57,01-04-2023 00:00
3292,2735,1,1,806.48,0.0223,9.24,74.55,802.6,01-04-2023 00:00
3293,5985,1,1,806.48,0.0223,9.24,74.55,802.6,01-04-2023 00:00
3294,2736,1,1,119.24,0.0033,8.43,10.05,118.54,01-04-2023 00:00
3295,5986,1,1,119.24,0.0033,8.43,10.05,118.54,01-04-2023 00:00
3296,2737,1,1,243.87,0.0067,15.48,37.76,225.25,01-04-2023 00:00
3297,5987,1,1,243.87,0.0067,15.48,37.76,225.25,01-04-2023 00:00
3298,2738,1,1,433.52,0.012,28.71,124.45,337.96,01-04-2023 00:00
3299,5988,1,1,433.52,0.012,28.71,124.45,337.96,01-04-2023 00:00
3300,2739,1,1,388.41,0.0107,13.57,52.72,350.78,01-04-2023 00:00
3301,5989,1,1,388.41,0.0107,13.57,52.72,350.78,01-04-2023 00:00
3302,2740,1,1,158.94,0.0044,27.69,44.01,158.17,01-04-2023 00:00
3303,2741,1,1,169.75,0.0047,4.43,7.53,168.47,01-04-2023 00:00
3304,5990,1,1,169.75,0.0047,4.43,7.53,168.47,01-04-2023 00:00
3305,2742,1,1,442.56,0.0122,-6.64,-29.37,435.33,01-04-2023 00:00
3306,5991,1,1,442.56,0.0122,-6.64,-29.37,435.33,01-04-2023 00:00
3307,2743,1,1,668.63,0.0185,17.91,119.72,664.51,01-04-2023 00:00
3308,5992,1,1,668.63,0.0185,17.91,119.72,664.51,01-04-2023 00:00
3309,2744,1,1,1511.33,0.0418,20.12,304.08,1493.85,01-04-2023 00:00
3310,2745,1,1,0.34,0,297.01,1.03,-11.38,01-04-2023 00:00
3311,2746,1,1,67.81,0.0019,21.47,14.55,-326.94,01-04-2023 00:00
3312,2747,1,1,21.43,0.0006,-42.03,-9.01,-130.66,01-04-2023 00:00
3313,2748,1,1,1793.21,0.0496,22.83,409.43,1374.86,01-04-2023 00:00
3314,2749,1,1,2201.68,0.0608,8.56,188.48,2170.59,01-04-2023 00:00
3315,2750,1,1,0.01,0,682.33,0.09,-0.38,01-04-2023 00:00
3316,2751,1,1,0.39,0,-17.64,-0.07,0.38,01-04-2023 00:00
3317,5993,1,1,0.39,0,-17.64,-0.07,0.38,01-04-2023 00:00
3318,2752,1,1,39.55,0.0011,-10.47,-4.14,31.23,01-04-2023 00:00
3319,5994,1,1,39.55,0.0011,-10.47,-4.14,31.23,01-04-2023 00:00
3320,2753,1,1,2139.55,0.0591,15.7,335.8,2089.19,01-04-2023 00:00
3321,5995,1,1,2139.55,0.0591,15.7,335.8,2089.19,01-04-2023 00:00
3322,2754,1,1,0.42,0,21.89,0.1,-0.17,01-04-2023 00:00
3323,2755,1,1,0.03,0,318.65,0.08,-0.18,01-04-2023 00:00
3324,2756,1,1,114.37,0.0032,24.26,27.74,82.48,01-04-2023 00:00
3325,2757,1,1,1.72,0,-68.02,-1.17,1.09,01-04-2023 00:00
3326,2758,1,1,9.95,0.0003,-54.97,-5.47,9.91,01-04-2023 00:00
3327,2759,1,1,15.76,0.0004,47.21,7.44,7.03,01-04-2023 00:00
3328,2760,1,1,0.43,0,-16.94,-0.07,-0.1,01-04-2023 00:00
3329,2761,1,1,0.04,0,-26.63,-0.01,-2.21,01-04-2023 00:00
3330,2762,1,1,1,0,-44.86,-0.45,-0.68,01-04-2023 00:00
3331,2763,1,1,183.79,0.0051,-11.37,-20.9,106.46,01-04-2023 00:00
3332,2764,1,1,136.35,0.0038,10.67,14.55,99.11,01-04-2023 00:00
3333,2765,1,1,3.77,0.0001,-55.12,-2.08,-4.33,01-04-2023 00:00
3334,2766,1,1,29.64,0.0008,73.46,21.76,29.61,01-04-2023 00:00
3335,2767,1,1,29.03,0.0008,55.82,16.21,28.75,01-04-2023 00:00
3336,5996,1,1,29.03,0.0008,55.82,16.21,28.75,01-04-2023 00:00
3337,2768,1,1,0.28,0,52.83,0.14,0.25,01-04-2023 00:00
3338,2769,1,1,1.79,0,130.66,2.33,-10.65,01-04-2023 00:00
3339,2770,1,1,128.04,0.0035,-12.55,-16.08,114.51,01-04-2023 00:00
3340,2771,1,1,35.23,0.001,-64.55,-22.74,-92.53,01-04-2023 00:00
3341,2772,1,1,41.47,0.0011,-24.88,-10.32,-19.94,01-04-2023 00:00
3342,2773,1,1,5.59,0.0002,8.66,0.49,-3.91,01-04-2023 00:00
3343,2774,1,1,15.06,0.0004,-12.04,-1.82,11.73,01-04-2023 00:00
3344,5997,1,1,15.06,0.0004,-12.04,-1.82,11.73,01-04-2023 00:00
3345,2775,1,1,20.25,0.0006,-2.28,-0.47,-40.14,01-04-2023 00:00
3346,5998,1,1,20.25,0.0006,-2.28,-0.47,-40.14,01-04-2023 00:00
3347,2776,1,1,271.75,0.0075,40.06,108.87,67.68,01-04-2023 00:00
3348,5999,1,1,271.75,0.0075,40.06,108.87,67.68,01-04-2023 00:00
3349,2777,1,1,21.2,0.0006,-7.18,-1.52,7.99,01-04-2023 00:00
3350,2778,1,1,305.99,0.0085,18.24,55.8,-172.11,01-04-2023 00:00
3351,2779,1,1,43.38,0.0012,26.31,11.41,10.6,01-04-2023 00:00
3352,2780,1,1,1.69,0,-13.21,-0.23,0.75,01-04-2023 00:00
3353,6000,1,1,1.69,0,-13.21,-0.23,0.75,01-04-2023 00:00
3354,2781,1,1,43.01,0.0012,30.98,13.33,-103.45,01-04-2023 00:00
3355,2782,1,1,11.66,0.0003,22.81,2.66,-40.79,01-04-2023 00:00
3356,6001,1,1,11.66,0.0003,22.81,2.66,-40.79,01-04-2023 00:00
3357,2783,1,1,54.17,0.0015,7.27,3.94,-31.97,01-04-2023 00:00
3358,2784,1,1,59.57,0.0016,-5.33,-3.17,-1.52,01-04-2023 00:00
3359,2785,1,1,6.98,0.0002,-2.42,-0.17,2.15,01-04-2023 00:00
3360,6002,1,1,6.98,0.0002,-2.42,-0.17,2.15,01-04-2023 00:00
3361,2786,1,1,327.51,0.009,-15.05,-49.31,318.23,01-04-2023 00:00
3362,2787,1,1,221.42,0.0061,-6.75,-14.94,208.55,01-04-2023 00:00
3363,2788,1,1,577.88,0.016,-8.49,-49.07,512.13,01-04-2023 00:00
3364,2789,1,1,238.89,0.0066,16.78,40.07,231.4,01-04-2023 00:00
3365,2790,1,1,20.69,0.0006,2.88,0.6,2.18,01-04-2023 00:00
3366,6003,1,1,20.69,0.0006,2.88,0.6,2.18,01-04-2023 00:00
3367,2791,1,1,75.73,0.0021,-22.77,-17.24,61.24,01-04-2023 00:00
3368,6004,1,1,75.73,0.0021,-22.77,-17.24,61.24,01-04-2023 00:00
3369,2792,1,1,14.5,0.0004,85.73,12.43,-21.69,01-04-2023 00:00
3370,6005,1,1,14.5,0.0004,85.73,12.43,-21.69,01-04-2023 00:00
3371,2793,1,1,67.18,0.0019,-34.26,-23.02,-1177.42,01-04-2023 00:00
3372,2794,1,1,5.41,0.0001,18.85,1.03,-564.67,01-04-2023 00:00
3373,2795,1,1,617.8,0.0171,-22.19,-137.08,613.04,01-04-2023 00:00
3374,2796,1,1,624.43,0.0173,4.76,29.73,-312.06,01-04-2023 00:00
3375,2797,1,1,76.61,0.0021,-7.55,-5.78,-805.78,01-04-2023 00:00
3376,2798,1,1,1538.51,0.0425,23.51,361.7,361.76,01-04-2023 00:00
3377,2799,1,1,0,0,-59.46,0,-4.68,01-04-2023 00:00
3378,2800,1,1,0.02,0,-88.09,-0.02,-0.18,01-04-2023 00:00
3379,6006,1,1,0.02,0,-88.09,-0.02,-0.18,01-04-2023 00:00
3380,2801,1,1,6.59,0.0002,148.57,9.79,-6.23,01-04-2023 00:00
3381,2802,1,1,6.01,0.0002,25.11,1.51,-81.93,01-04-2023 00:00
3382,2803,1,1,5.28,0.0001,-24.27,-1.28,-18.53,01-04-2023 00:00
3383,2804,1,1,109.27,0.003,6.37,6.95,-162.83,01-04-2023 00:00
3384,2805,1,1,72.56,0.002,-37.23,-27.02,-77.33,01-04-2023 00:00
3385,6007,1,1,72.56,0.002,-37.23,-27.02,-77.33,01-04-2023 00:00
3386,2806,1,1,26.83,0.0007,-11.66,-3.13,17.06,01-04-2023 00:00
3387,6008,1,1,26.83,0.0007,-11.66,-3.13,17.06,01-04-2023 00:00
3388,2807,1,1,34.61,0.001,17.45,6.03,-21.16,01-04-2023 00:00
3389,6009,1,1,34.61,0.001,17.45,6.03,-21.16,01-04-2023 00:00
3390,2808,1,1,62.39,0.0017,-10.6,-6.62,-38.41,01-04-2023 00:00
3391,6010,1,1,62.39,0.0017,-10.6,-6.62,-38.41,01-04-2023 00:00
3392,2809,1,1,46.74,0.0013,18.46,8.63,-67.61,01-04-2023 00:00
3393,6011,1,1,46.74,0.0013,18.46,8.63,-67.61,01-04-2023 00:00
3394,2810,1,1,22.84,0.0006,0.18,0.05,-40.1,01-04-2023 00:00
3395,2811,1,1,32,0.0009,-36.95,-11.82,-3.85,01-04-2023 00:00
3396,6012,1,1,32,0.0009,-36.95,-11.82,-3.85,01-04-2023 00:00
3397,2812,1,1,33.33,0.0009,13.03,4.35,-74.57,01-04-2023 00:00
3398,6013,1,1,33.33,0.0009,13.03,4.35,-74.57,01-04-2023 00:00
3399,2813,1,1,48.93,0.0014,9.33,4.56,14.91,01-04-2023 00:00
3400,6014,1,1,48.93,0.0014,9.33,4.56,14.91,01-04-2023 00:00
3401,2814,1,1,441.72,0.0122,17.07,75.41,-11.71,01-04-2023 00:00
3402,2815,1,1,10.71,0.0003,125.98,13.48,-206.11,01-04-2023 00:00
3403,2816,1,1,35.26,0.001,41.72,14.71,33.84,01-04-2023 00:00
3404,2817,1,1,13.55,0.0004,-49.28,-6.68,-22.53,01-04-2023 00:00
3405,2818,1,1,0.45,0,151.08,0.67,-0.05,01-04-2023 00:00
3406,2819,1,1,4.62,0.0001,-46.72,-2.16,-7.36,01-04-2023 00:00
3407,2820,1,1,18.89,0.0005,41.74,7.89,-467.34,01-04-2023 00:00
3408,2821,1,1,5.48,0.0002,-16.29,-0.89,1.7,01-04-2023 00:00
3409,2822,1,1,2.71,0.0001,-36.01,-0.98,-9.32,01-04-2023 00:00
3410,6015,1,1,2.71,0.0001,-36.01,-0.98,-9.32,01-04-2023 00:00
3411,2823,1,1,19.57,0.0005,35.5,6.95,13.91,01-04-2023 00:00
3412,2824,1,1,0.07,0,-27.97,-0.02,0.04,01-04-2023 00:00
3413,2825,1,1,9.68,0.0003,98.09,9.49,9.11,01-04-2023 00:00
3414,2826,1,1,4.5,0.0001,-69.35,-3.12,0.08,01-04-2023 00:00
3415,2827,1,1,0.01,0,0,-0.01,0,01-04-2023 00:00
3416,2828,1,1,11.72,0.0003,41.59,4.88,11.07,01-04-2023 00:00
3417,2829,1,1,684.06,0.0189,56.41,385.86,29.47,01-04-2023 00:00
3418,6016,1,1,684.06,0.0189,56.41,385.86,29.47,01-04-2023 00:00
3419,2830,1,1,74.99,0.0021,-33.92,-25.44,-54.84,01-04-2023 00:00
3420,2831,1,1,1.17,0,75.41,0.88,1.12,01-04-2023 00:00
3421,2832,1,1,2.23,0.0001,81.14,1.82,-0.09,01-04-2023 00:00
3422,2833,1,1,0.43,0,-67.81,-0.29,0.32,01-04-2023 00:00
3423,2834,1,1,3.45,0.0001,-79.45,-2.74,3,01-04-2023 00:00
3424,2835,1,1,0.27,0,161.54,0.43,-2.94,01-04-2023 00:00
3425,2836,1,1,4.61,0.0001,-6.85,-0.32,-332.75,01-04-2023 00:00
3426,2837,1,1,50.4,0.0014,1.71,0.86,-220.68,01-04-2023 00:00
3427,2838,1,1,20.65,0.0006,-6.79,-1.4,14.76,01-04-2023 00:00
3428,2839,1,1,38.05,0.0011,16.26,6.19,-115,01-04-2023 00:00
3429,2840,1,1,0.53,0,-48.49,-0.26,0.52,01-04-2023 00:00
3430,2841,1,1,4.45,0.0001,42.05,1.88,-24.42,01-04-2023 00:00
3431,2842,1,1,0,0,0,0,-0.52,01-04-2023 00:00
3432,2843,1,1,0.11,0,-96.99,-0.11,-1.99,01-04-2023 00:00
3433,2844,1,1,57.2,0.0016,12.55,7.18,14.69,01-04-2023 00:00
3434,2845,1,1,1.42,0,-26.73,-0.38,0.01,01-04-2023 00:00
3435,2846,1,1,866.24,0.0239,-8.74,-75.7,801.83,01-04-2023 00:00
3436,2847,1,1,1146.68,0.0317,27.92,320.11,852.9,01-04-2023 00:00
3437,2848,1,1,59.39,0.0016,1.72,1.02,6.42,01-04-2023 00:00
3438,2849,1,1,322.75,0.0089,31.7,102.3,307.61,01-04-2023 00:00
3439,2850,1,1,16.4,0.0005,73.52,12.05,-20.39,01-04-2023 00:00
3440,2851,1,1,84.34,0.0023,96.84,81.68,-2212.29,01-04-2023 00:00
3441,2852,1,1,12.4,0.0003,88.05,10.92,-27.05,01-04-2023 00:00
3442,2853,1,1,3.6,0.0001,105.69,3.79,-333.62,01-04-2023 00:00
3443,2854,1,1,1.48,0,800.85,11.89,-3.61,01-04-2023 00:00
3444,2855,1,1,13.35,0.0004,-58.41,-7.8,-331.78,01-04-2023 00:00
3445,2856,1,1,1.01,0,-99.95,-1.01,-34.47,01-04-2023 00:00
3446,2857,1,1,0.74,0,-3.03,-0.02,-7.54,01-04-2023 00:00
3447,2858,1,1,299.64,0.0083,70.76,212.04,216.2,01-04-2023 00:00
3448,2859,1,1,77.83,0.0022,74.43,57.93,43.52,01-04-2023 00:00
3449,2860,1,1,15.17,0.0004,92.95,14.1,-43.36,01-04-2023 00:00
3450,2861,1,1,14.03,0.0004,-22.79,-3.2,10.83,01-04-2023 00:00
3451,2862,1,1,0.27,0,155.73,0.42,-0.88,01-04-2023 00:00
3452,2863,1,1,21.59,0.0006,110.13,23.77,2.54,01-04-2023 00:00
3453,2864,1,1,13.06,0.0004,35.71,4.66,-31.97,01-04-2023 00:00
3454,2865,1,1,17.13,0.0005,14.14,2.42,16.55,01-04-2023 00:00
3455,2866,1,1,106.68,0.0029,118.2,126.1,101.27,01-04-2023 00:00
3456,2867,1,1,72.37,0.002,44.3,32.06,70.8,01-04-2023 00:00
3457,2868,1,1,130.66,0.0036,-29.06,-37.97,129.38,01-04-2023 00:00
3458,2869,1,1,78.37,0.0022,14.16,11.1,78.04,01-04-2023 00:00
3459,2870,1,1,1.31,0,37.13,0.49,0.95,01-04-2023 00:00
3460,2871,1,1,84.97,0.0023,-1.48,-1.25,66.55,01-04-2023 00:00
3461,2872,1,1,178.93,0.0049,35.38,63.31,68.72,01-04-2023 00:00
3462,2873,1,1,126.42,0.0035,21.81,27.58,110.72,01-04-2023 00:00
3463,2874,1,1,1.38,0,200.73,2.76,1.05,01-04-2023 00:00
3464,2875,1,1,936.98,0.0259,6.34,59.45,820.02,01-04-2023 00:00
3465,2876,1,1,215.1,0.0059,15.04,32.36,76.33,01-04-2023 00:00
3466,2877,1,1,789.29,0.0218,23.44,185.03,759.34,01-04-2023 00:00
3467,2878,1,1,4.47,0.0001,83.42,3.74,2.96,01-04-2023 00:00
3468,2879,1,1,29.61,0.0008,124.3,36.8,29.17,01-04-2023 00:00
3469,2880,1,1,111.43,0.0031,21.22,23.65,110.15,01-04-2023 00:00
3470,2881,1,1,31.55,0.0009,-37.02,-11.68,27.12,01-04-2023 00:00
3471,2882,1,1,49.21,0.0014,44.01,21.65,48.58,01-04-2023 00:00
3472,2883,1,1,2.68,0.0001,21.82,0.58,2.17,01-04-2023 00:00
3473,2884,1,1,67.92,0.0019,15.28,10.38,62.59,01-04-2023 00:00
3474,2885,1,1,58.61,0.0016,21.94,12.85,33.2,01-04-2023 00:00
3475,2886,1,1,85.37,0.0024,-18.73,-15.99,83.49,01-04-2023 00:00
3476,2887,1,1,1.36,0,17.27,0.24,-0.45,01-04-2023 00:00
3477,2888,1,1,968.14,0.0268,11.21,108.56,923.79,01-04-2023 00:00
3478,2889,1,1,617.42,0.0171,-1.98,-12.26,489.95,01-04-2023 00:00
3479,2890,1,1,39.76,0.0011,-9.11,-3.62,19.43,01-04-2023 00:00
3480,2891,1,1,385.99,0.0107,25.83,99.69,380.44,01-04-2023 00:00
3481,2892,1,1,0.54,0,-10.3,-0.06,0.27,01-04-2023 00:00
3482,2893,1,1,58.56,0.0016,19.89,11.65,56.01,01-04-2023 00:00
3483,2894,1,1,61.56,0.0017,9.2,5.66,44.2,01-04-2023 00:00
3484,2895,1,1,34.79,0.001,27.4,9.54,30.59,01-04-2023 00:00
3485,2896,1,1,3.94,0.0001,102.84,4.05,2.93,01-04-2023 00:00
3486,6017,1,1,3.94,0.0001,102.84,4.05,2.93,01-04-2023 00:00
3487,2897,1,1,981.15,0.0271,19.41,190.41,857.52,01-04-2023 00:00
3488,2898,1,1,195.56,0.0054,18.56,36.29,61,01-04-2023 00:00
3489,6018,1,1,195.56,0.0054,18.56,36.29,61,01-04-2023 00:00
3490,2899,1,1,732.71,0.0202,20.36,149.16,692.78,01-04-2023 00:00
3491,6019,1,1,732.71,0.0202,20.36,149.16,692.78,01-04-2023 00:00
3492,2900,1,1,3773.08,0.1043,8.34,314.85,3418.14,01-04-2023 00:00
3493,2901,1,1,661.82,0.0183,8.94,59.18,578.31,01-04-2023 00:00
3494,2902,1,1,1115.48,0.0308,16.89,188.44,1085.77,01-04-2023 00:00
3495,2903,1,1,670.45,0.0185,11.74,78.69,640.25,01-04-2023 00:00
3496,2904,1,1,116.6,0.0032,-12.06,-14.06,-8.62,01-04-2023 00:00
3497,2905,1,1,430.35,0.0119,25.42,109.4,424.66,01-04-2023 00:00
3498,2906,1,1,1379.51,0.0381,13.08,180.48,1347.82,01-04-2023 00:00
3499,2907,1,1,414.22,0.0114,75.17,311.35,378.11,01-04-2023 00:00
3500,2908,1,1,627.36,0.0173,32.17,201.82,617.18,01-04-2023 00:00
3501,2909,1,1,1186.1,0.0328,29.14,345.64,1174.97,01-04-2023 00:00
3502,2910,1,1,107.37,0.003,24.6,26.42,105.44,01-04-2023 00:00
