HSCode,Commodity,HS2,Product_ID,Industry_Category,Product_Type,Created_At
400122,TECHNICALLY SPCFD NATRL RUBR(TSNR),40,1923,Plastics & Rubber,Manufactured Goods,2023-01-01 11:40:10
400129,NATURAL RUBBER IN OTHER FORMS,40,1924,Plastics & Rubber,Manufactured Goods,2023-01-01 11:40:15
400130,BALTA GUTTA-PERCHA ETC AND SMLR NATRL GUMS,40,1925,Plastics & Rubber,Manufactured Goods,2023-01-01 11:40:20
400211,LATEX (SBR/XSBR),40,1926,Plastics & Rubber,Manufactured Goods,2023-01-01 11:40:25
400219,OTHR STYRENE-BUTADIENE RUBR(SBR)          CRBOXLATED STYRENE-BUTADIENE RUBR(XSBR),40,1927,Plastics & Rubber,Manufactured Goods,2023-01-01 11:40:30
400220,BUTADIENE RUBBER (BR),40,1928,Plastics & Rubber,Manufactured Goods,2023-01-01 11:40:35
400231,ISOBUTENE-ISOPRENE(BUTYL) RUBBER (IIR),40,1929,Plastics & Rubber,Manufactured Goods,2023-01-01 11:40:40
400239,HALO-ISOBUTENE-ISOPRENE RUBR (CIIR/BIIR),40,1930,Plastics & Rubber,Manufactured Goods,2023-01-01 11:40:45
400241,"LATEX,CHLOROPRENE RUBR",40,1931,Plastics & Rubber,Manufactured Goods,2023-01-01 11:40:50
400249,OTHR CHLOROPRENE(CHLOROBUTADIENE) RUBR(CR),40,1932,Plastics & Rubber,Manufactured Goods,2023-01-01 11:40:55
400251,ACRYLONITRILE-BUTADINE RUBR LATEX,40,1933,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:00
400259,OTHR ACRYLONITRILE-BUTADIENE RUBR (NBR),40,1934,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:05
400260,ISOPRENE RUBBER,40,1935,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:10
400270,ETHYLENE-PRPYLENE-NON-CONJUGATED,40,1936,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:15
400280,MXTRS OF ANY PRDCT OF HDG NO 4001         WTH ANY PRDCT OF THIS HDG,40,1937,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:20
400291,OTHR RUBER LATEX,40,1938,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:25
400299,OTHR SYNTHTC AND FACTICE RBR DRVD FRM OILS,40,1939,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:30
400300,RECLAIMED RUBR IN PRMRY FORMS             OR IN PLATES SHEETS OR STRIP,40,1940,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:35
400400,"WASTE,PARINGS AND SCRAP OF RUBR(BESIDES HARDRUBR) AND PWDR 9 GRNLS OBTAINED THEREFROM",40,1941,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:40
400510,RUBR COMPOUNDED WTH CRBN BLACKS/SILICA,40,1942,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:45
400520,SOLUTIONS; DISPRSNS OTHR THN THOSE OF     SUBHEADING NO. 400510,40,1943,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:50
400591,PLATES SHEETS AND STRIP,40,1944,Plastics & Rubber,Manufactured Goods,2023-01-01 11:41:55
400599,OTHR CMPNDED UNVULCNSD RUBR EXCL PLTS SHTS,40,1945,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:00
400610,"""CAMEL-BLACK STRPS FR RETREADING RUBR TY",40,1946,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:05
400690,OTHR FORMS AND ARTICLES OF UNVULCNSD RUBR,40,1947,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:10
400700,VULCANISED RUBR THREAD AND CORD,40,1948,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:15
400811,"PLTS,SHTS,STRP OF CELLULAR RUBBER",40,1949,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:20
400819,OTHRS OF CELLULAR RUBBER,40,1950,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:25
400821,PLTS SHTS STRPS OF NON-CELLULAR RUBR,40,1951,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:30
400829,OTHRS OF NON-CELLULAR RUBBER,40,1952,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:35
400911,"TUBES,PIPES AND HOSES OF VULCNSD RUBR NOT   REINFORCED/OTHRWSE COMBINED WTH           OTHR MATERIALS WITHOUT FITTINGS",40,1953,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:40
400912,"TUBES,PIPES AND HOSES OF VULCMSD RUBR NOT    REINFORCED/OTHERWSE COMBINED WITH OTHER  MATERIALS WITH FITTINGS",40,1954,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:45
400921,"TUBES,PIPES AND HOSES OF VULCNSD RUBR       REINFORCED/OTHRWSE CMBND ONLY WTH         METAL MATERIALS WITHOUT FITTINGS",40,1955,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:50
400922,"TUBES,PIPES AND HOSES OF VULCNSD RUBR       REINFORCED/OTHERWSE CMBND ONLY WITH METAL WITH FITTINGS",40,1956,Plastics & Rubber,Manufactured Goods,2023-01-01 11:42:55
400931,"TUBES, PIPES AND HOSES OF VULCNSD RUBR      REINFORCED/OTHRWSE CMBND ONLY WTH         TEXTILE MATERIALS WTHOUT FITTINGS",40,1957,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:00
400932,"TUBES,PIPES AND HOSES OF VULCNSD RUBR       REINFORCED/OTHERWSE CMBND ONLY WITH       TEXTILES MATERIALS WITH FITTINGS",40,1958,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:05
400941,TUBES.PIPES AND HOSES OF VULCNSD RUBR       REINFORCED/OTHRWSE COMBINED WTH           OTHR MATERIALS WITHOUT FITTINGS,40,1959,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:10
400942,"TUBES,PIPES,ANDHOSES OF VULCNSD RUBR        REINFORCED OTHERWSE COMBINED WITH OTHER   MATARIALS WITH FITTINGS",40,1960,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:15
401011,(CNVYR BLT/BLTNG )RENFRCD ONLY WITH METL,40,1961,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:20
401012,(CNVYR BLT/BLTNG)RENFRCD WTH TXTL MTRLS,40,1962,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:25
401019,OTHR CONVEYOR BELT OR BELTING,40,1963,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:30
401031,"ENDLESS TRNSMSN BLT/BLTNG OF TRAPEZOIDAL  CROS_SECTN(V-BELT),V-RIBBED OF CIRCUMFRNS BETWN",40,1964,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:35
401032,"ENDLESS TRNSMSN BLT/BLTNG OF TRAPEZOIDAL  CROS-SECTION(V-BLT),OTHER THAN V-RIBBED OFCIRCUM BETWN 60 CM AND 180 CM.",40,1965,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:40
401033,"ENDLESS TRNSMSN BLT/BLTNG OF TRAPEZOIDAL CROS-SECTN(V-BLT(,V-RIBBED OF CIRCUMFRNS   BETWN 60 CM AND 180 CM",40,1966,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:45
401034,"ENDLESS TRNSMSN BLT/BLTNG OF TRAPEZOIDAL CROS-SECTN(V-BLT), OTHER THAN V-RIBBED OF  CIRCUM BETWN 180 CM AND 240 CM.",40,1967,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:50
401035,"ENDLESS SYNCHRONOUS BELTS,OF A CIRCUMFRNCEBETWN 60CM AND 150CM",40,1968,Plastics & Rubber,Manufactured Goods,2023-01-01 11:43:55
401036,"ENDLESS SYNCHRONOUS BLTS, OF A CIRCUMFRNCEBETWN 150CM AND 198 CM",40,1969,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:00
401039,OTHR TRANSMISSION  BLTS/BELTING OF        VULCANISED RUBBER,40,1970,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:05
401110,NEW PNMTC TYRES OF A KND USED ON MOTOR    CARS(INCL STATION WAGONS AND RACING CARS,40,1971,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:10
401120,NEW PNMTC TYRES USED ON BUSES/LORRIES,40,1972,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:15
401130,NEW PNMTC TYRES OF A KIND USED ON AIRCRAFT,40,1973,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:20
401140,NEW PNMTC TYRES OF A KIND USED ON MTRCYCLS,40,1974,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:25
401150,NEW PNMTC TYRES OF A KND USED ON BICYCLS,40,1975,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:30
401170,OF A KIND USED ON AGRICULTURAL OR FORESTRY VEHICLES AND MACHINES,40,1976,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:35
401180,"OF A KIND USED ON CONSTRUCTION, MINING OR INDUSTRIAL HANDLING VEHICLES AND MACHINES",40,1977,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:40
401190,OTHER,40,1978,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:45
401211,RETREADED TYRE USED ON MOTOR CARS(INCL    STATATION WAGON/RACING CARS),40,1979,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:50
401212,RETREADED TYRE USED 0ON BUSES/LORRIES,40,1980,Plastics & Rubber,Manufactured Goods,2023-01-01 11:44:55
401213,RETREADED TYRE USED ON AIRCRAFTS,40,1981,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:00
401219,RETREADED TYRE USED ON VEHICLE OTHER THAN MOTOR CARS/BUSES/LORRIES/AIRCRAFTS,40,1982,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:05
401220,USED PNEUMATIC TYRES,40,1983,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:10
401290,"OTHER SOLID/CUSHION TYRES,TYRE TREADS AND   TYRE FLAPS OF RUBBER",40,1984,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:15
401310,INNER TUBES OF MTR CARS (INCL STATION     WAGONS AND RACING CARS) BUSES /LORIES,40,1985,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:20
401320,INNER TUBES OF RUBBER USED ON BICYCLES,40,1986,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:25
401390,OTHER INNER TUBES OF RUBBER,40,1987,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:30
401410,SHEATH CONTRACEPTIVES,40,1988,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:35
401490,OTHR HYGNC AND PHRMCTL ARTCLS,40,1989,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:40
401512,"OF A KIND USED FOR MEDICAL, SURGICAL, DENTAL OR VETERINARY PURPOSES",40,1990,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:45
401519,"OTHER GLOVES,MITTENS AND MITTS",40,1991,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:50
401590,OTHR ARTCLS OF APARL AND CLTHNG ACSRS OF    VOLCANISED RUBR,40,1992,Plastics & Rubber,Manufactured Goods,2023-01-01 11:45:55
401610,OTHR ARTCLS OF CELLULAR RUBBER,40,1993,Plastics & Rubber,Manufactured Goods,2023-01-01 11:46:00
401691,FLOOR COVERINGS AND MATS,40,1994,Plastics & Rubber,Manufactured Goods,2023-01-01 11:46:05
401692,ERASERS,40,1995,Plastics & Rubber,Manufactured Goods,2023-01-01 11:46:10
401693,GASKETS WASHERS AND OTHER SEALS,40,1996,Plastics & Rubber,Manufactured Goods,2023-01-01 11:46:15
401694,BOAT/DOCK FENDERS W/N INFLATABLE,40,1997,Plastics & Rubber,Manufactured Goods,2023-01-01 11:46:20
401695,OTHER INFLATABLE ARTICLES:,40,1998,Plastics & Rubber,Manufactured Goods,2023-01-01 11:46:25
401699,ARTCLS OF VULCANISED RBR EXCL HRD RBR NES,40,1999,Plastics & Rubber,Manufactured Goods,2023-01-01 11:46:30
401700,HARD RUBR IN ALL FORMS INCLUDING          WASTE AND SCRAP ARTCLS OF HRD RUBR,40,2000,Plastics & Rubber,Manufactured Goods,2023-01-01 11:46:35
410120,"WHOL HIDS ANDSKNS OF BVNE ANMLS OF WT PR SKNNT EXCDNG AND KG WHN SMPLY DRID,10 KG DRID  SLTD,16 KG WHEN FRESH/SLTD/PRSRV",41,2001,Leather & Hides,Manufactured Goods,2023-01-01 11:46:40
410150,WHOL HIDS ANDSKNS OF BVNE ANMLS OF WT EXCDNG16 KG,41,2002,Leather & Hides,Manufactured Goods,2023-01-01 11:46:45
410190,OTHER HIDES AND SKINS OF BVNE ANMLS INCDNGBUTTS/BENDS/BULLIES FRESH/SLTD/PRSRVD,41,2003,Leather & Hides,Manufactured Goods,2023-01-01 11:46:50
410210,RAW SKINS OF SHEEP OR LAMBS WITH WOOL ON,41,2004,Leather & Hides,Manufactured Goods,2023-01-01 11:46:55
410221,RAW SKNS OF SHP LMB ETC PCKLD WTHOUT WOOL,41,2005,Leather & Hides,Manufactured Goods,2023-01-01 11:47:00
410229,RW SKN OF SHP LMB ETC NT PCKLD WTOUT WL ON,41,2006,Leather & Hides,Manufactured Goods,2023-01-01 11:47:05
410390,RAW HIDS AND SKINS OF OTHER ANIMAL,41,2007,Leather & Hides,Manufactured Goods,2023-01-01 11:47:10
410411,FULL GRAINS-UNSPLIT/GRAIN-SPLITS OF BOVINEIN WET STATE INCLDNG WET-BLUE,41,2008,Leather & Hides,Manufactured Goods,2023-01-01 11:47:15
410419,OTHER GRAIN OF BOVINE IN WET STATE INCLDNGWET-BLUE,41,2009,Leather & Hides,Manufactured Goods,2023-01-01 11:47:20
410441,FULL GRAINS-UNSPLIT/GRAIN-SPLITS OF BOVINE IN DRY STATE(CRUST),41,2010,Leather & Hides,Manufactured Goods,2023-01-01 11:47:25
410449,OTHER GRAIN OF BOVINE IN DRY STATE (CRUST),41,2011,Leather & Hides,Manufactured Goods,2023-01-01 11:47:30
410510,TANED/CRUST SKIN OF SHEEP OR LAMB WITHOUT WOOL WHETHER OR NOT SPLIT BUT NOT         FURTHER PREPARED. IN WET STATE,41,2012,Leather & Hides,Manufactured Goods,2023-01-01 11:47:35
410530,TANED/CRUST SKIN OF SHEEP OR LAMB WITHOUT WOOL WHETHER OR NOT SPLIT BUT NOT         FURTHER PREPARED IN DRY STATE,41,2013,Leather & Hides,Manufactured Goods,2023-01-01 11:47:40
410621,TANED/CRUST HIDE ANDSKINS OF GOAT OR KIDS INWET STATE INCLUDING WET-BLUE.,41,2014,Leather & Hides,Manufactured Goods,2023-01-01 11:47:45
410622,TANED/CRUST HIDE AND SKINS OF GOAT OR KIDS  IN DRY STATE (CRUST),41,2015,Leather & Hides,Manufactured Goods,2023-01-01 11:47:50
410631,TANED/CRUST HIDE AND SKINS OF SWINE IN WET  STATE INCLUDING WET-BLUE.,41,2016,Leather & Hides,Manufactured Goods,2023-01-01 11:47:55
410632,TANED/CRUST HIDE ANDSKIN OF SWINE IN DRY    STATE(CRUST),41,2017,Leather & Hides,Manufactured Goods,2023-01-01 11:48:00
410691,TANED/CRUST HIDE AND SKINS OF OTHER ANIMALS IN WET STATE INCLUDING WET-BLUE,41,2018,Leather & Hides,Manufactured Goods,2023-01-01 11:48:05
410692,TANED/CRUST HIDE AND SKINS OF OTHER ANIMALS IN DRY STATE (CRUST),41,2019,Leather & Hides,Manufactured Goods,2023-01-01 11:48:10
410711,LREATHER FURTHER OF BOVIN FULL GRAINS-    UNSPLIT OF WHOLE HIDES/SKINS,41,2020,Leather & Hides,Manufactured Goods,2023-01-01 11:48:15
410712,LEATHERFUTHER OF BOVIN GRAIN-SPLIT OF     WHOLE HIDES/SKINS,41,2021,Leather & Hides,Manufactured Goods,2023-01-01 11:48:20
410719,OTHER WHOLE HIDS/SKINS,41,2022,Leather & Hides,Manufactured Goods,2023-01-01 11:48:25
410791,FULL GRAINS-UNSPLIT OF OTHER HIDES/SKINS  INCLUDING SIDES,41,2023,Leather & Hides,Manufactured Goods,2023-01-01 11:48:30
410792,GRAIN-SPLIT OF OTHER HIDES/SKINS INCLUDINGSIDES,41,2024,Leather & Hides,Manufactured Goods,2023-01-01 11:48:35
410799,OTHER/HIDES/SKINS INCLUDING SIDES,41,2025,Leather & Hides,Manufactured Goods,2023-01-01 11:48:40
411200,LEATHER FURTHER PREPARD AFTER TANING/CRUST LEATHER OF SHEEP/LAMB WITHOUT WOOL       W.O.N. SPLIT,41,2026,Leather & Hides,Manufactured Goods,2023-01-01 11:48:45
411310,LEATHER FURTHER OF GOATS/KIDS,41,2027,Leather & Hides,Manufactured Goods,2023-01-01 11:48:50
411320,LEATHER FURTHER OF SWINE,41,2028,Leather & Hides,Manufactured Goods,2023-01-01 11:48:55
411330,LTATHER FURTHER OF REPTILES,41,2029,Leather & Hides,Manufactured Goods,2023-01-01 11:49:00
411390,LEATHER FURTHER OF OTHER ANIMALS,41,2030,Leather & Hides,Manufactured Goods,2023-01-01 11:49:05
411410,CHAMOIS LEATHER(INCLUDING COMBINATION     CHAMOIS),41,2031,Leather & Hides,Manufactured Goods,2023-01-01 11:49:10
411420,PATENT LEATHER/LAMINATED LEATHER/METALLISD LEATHER,41,2032,Leather & Hides,Manufactured Goods,2023-01-01 11:49:15
411510,COMPOSIUTION LEATHER WITH BASE OF LEATHER/LEATHER FIBRE IN SLABS/SHEET/STRIPS,41,2033,Leather & Hides,Manufactured Goods,2023-01-01 11:49:20
411520,PARINGS/WASTE OF LEATHER NOT SUITABLE FOR MANUFACTUR LEATHR ARTCLE/DUST/POWDER/FLOUR,41,2034,Leather & Hides,Manufactured Goods,2023-01-01 11:49:25
420100,"SDDLRY AND HRNSS FOR ANY ANML (INCL TRACTSLEADS,KNEE PADS,MUZLS, SDDLE CLOTHS,SDDLE BAGS-DOG COATS AND THE LIKE)OF ANY M",42,2035,Leather & Hides,Manufactured Goods,2023-01-01 11:49:30
420211,"TRUNKS,SUIT-CASES VANITY-CASES SCHOOL     SATCHELS AND SMLR CONTNRS WITH OUTR SRFCE   OF LTHR/COMPSTN LTHR/PATENT LEATHE",42,2036,Leather & Hides,Manufactured Goods,2023-01-01 11:49:35
420212,TRUNKS SUIT CASES ETC AND SMLR CONTNR WTH OUTER SURFACE OF PLASTIC/OF TXTL MATRLS,42,2037,Leather & Hides,Manufactured Goods,2023-01-01 11:49:40
420219,"TRUNKS,SUIT-CASES ETC AND SMLR CONTNRS      WITH OUTER SURFACE OF OTHR MATERIALS",42,2038,Leather & Hides,Manufactured Goods,2023-01-01 11:49:45
420221,HANDBAGS WITH OUTER SURFACE OF LEATHER OF COMPOSITION LEATHER/OF PATENT LEATHER W/N WTH SHOULDER STRAP-INCL THOS WITHOUT,42,2039,Leather & Hides,Manufactured Goods,2023-01-01 11:49:50
420222,HANDBAGS WITH OUTER SURFACE OF SHEETING   OF PLASTIC/OF TEXTILE MATERIALS W/N WITH  SHOULDER STRAP-INCL THOSE WITHOUT HA,42,2040,Leather & Hides,Manufactured Goods,2023-01-01 11:49:55
420229,OTHR HANDBAGS INCL THOSE WITHOUT HANDLE,42,2041,Leather & Hides,Manufactured Goods,2023-01-01 11:50:00
420231,ARTCLS WTH OUTER SRFCE OF LTHR OF COMPSTN LTHR/OF PTNT LTHR CARIED IN POCKT/HNDBAG,42,2042,Leather & Hides,Manufactured Goods,2023-01-01 11:50:05
420232,ARTCLS WTH OUTER SRFCE OF SHEETING OF     PLASTICS/TXTL MTRL CARIED IN POCKET/HNDBG,42,2043,Leather & Hides,Manufactured Goods,2023-01-01 11:50:10
420239,ARTCL OF OTHR MATRL CARIED IN PCKT/HNDBG,42,2044,Leather & Hides,Manufactured Goods,2023-01-01 11:50:15
420291,OTHR ARTICLS WITH OUTER SURFCE OF LTHR OF COMPOSITION OF LEATHER/OF PATENT LEATHER,42,2045,Leather & Hides,Manufactured Goods,2023-01-01 11:50:20
420292,OTHER ARTICLES WITH OUTER SURFACE OF      PLASTIC SHEETING OR OF TXTL MATERIALS,42,2046,Leather & Hides,Manufactured Goods,2023-01-01 11:50:25
420299,OTHR SIMILAR CONTAINERS OF HDNG 4202,42,2047,Leather & Hides,Manufactured Goods,2023-01-01 11:50:30
420310,ARTICLES OF APPAREL,42,2048,Leather & Hides,Manufactured Goods,2023-01-01 11:50:35
420321,GLOVES-MITTENS AND MITTS SPECIALLY          DESIGNED FOR USE IN SPORTS,42,2049,Leather & Hides,Manufactured Goods,2023-01-01 11:50:40
420329,"GLOVS,MITNS AND MITS DESGND FR OTHR USE",42,2050,Leather & Hides,Manufactured Goods,2023-01-01 11:50:45
420330,BELTS AND BANDOLIERS,42,2051,Leather & Hides,Manufactured Goods,2023-01-01 11:50:50
420340,OTHER CLOTHING ACCESSORIES :,42,2052,Leather & Hides,Manufactured Goods,2023-01-01 11:50:55
420500,OTHR ARTCLS OF LEATHER/OF COMPSTN LEATHER,42,2053,Leather & Hides,Manufactured Goods,2023-01-01 11:51:00
420600,"ARTICLES OF GUT (OTH THAN SILK-WORM GUT), OF GOLDBEATERS SKIN, OF BLADDERS OR OF TENDONS",42,2054,Leather & Hides,Manufactured Goods,2023-01-01 11:51:05
430110,RAW FURSKINS OF MINK WHOLE WITH OR        WITHOUT HEAD TAIL OR PAWS,43,2055,Leather & Hides,Manufactured Goods,2023-01-01 11:51:10
430190,CUTTINGS SUITABLE FOR FURRIERS USE        CUTTINGS SUITABLE FOR FURRIERS USE,43,2056,Leather & Hides,Manufactured Goods,2023-01-01 11:51:15
430219,"OTHER FURSKINS WHOLE WITH OR WITHOUT HEAD TAIL OR PAWS NOT ASSEMBLED,TANNED",43,2057,Leather & Hides,Manufactured Goods,2023-01-01 11:51:20
430230,WHOLE FUR SKINS AND PCS/CUTNGS THROF ASMBLD,43,2058,Leather & Hides,Manufactured Goods,2023-01-01 11:51:25
430310,ARTICLES OF APPAREL AND CLOTHING ACCESSORIES,43,2059,Leather & Hides,Manufactured Goods,2023-01-01 11:51:30
430390,OTHER ARTICLES OF FURSKIN,43,2060,Leather & Hides,Manufactured Goods,2023-01-01 11:51:35
430400,ARTIFICIAL FUR AND ARTICLES THEREOF,43,2061,Leather & Hides,Manufactured Goods,2023-01-01 11:51:40
440111,CONIFEROUS:,44,2062,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:51:45
440112,NON-CONIFEROUS:,44,2063,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:51:50
440121,CONFEROUS WOOD IN CHIPS OR PARTICLS,44,2064,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:51:55
440122,"NON-CONIFEROUS SAWDUST AND WOOD WASTE AND SCRAP, AGGLOMERATED IN LOGS, BRIQUETTES, PELLETS OR SIMILAR FORMS",44,2065,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:00
440131,WOOD PELLETS,44,2066,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:05
440132,WOOD BRIQUETTES,44,2067,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:10
440139,OTHER SAWDUST AND WOOD WASTE EXCL WOOD PELLETS,44,2068,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:15
440141,"SAWDUST, SAWDUST AND WOOD WASTE AND SCRAP, NOT AGGLOMERATED",44,2069,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:20
440149,OTHER,44,2070,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:25
440210,OF BAMBOO,44,2071,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:30
440220,OF SHELL OR NUT:,44,2072,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:35
440290,OTHER,44,2073,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:40
440311,CONIFEROUS,44,2074,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:45
440312,NON-CONIFEROUS,44,2075,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:50
440321,"OF PINE (PINUS SPP.), OF WHICH THE SMALLEST CROSS -SECTIONAL DIMENSION IS 15 CM OR MORE",44,2076,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:52:55
440322,"OF PINE (PINUS SPP.), OTHER:",44,2077,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:00
440323,"OF FIR (ABIES SPP.) AND SPRUCE (PICEA SPP.), OF WHICH THE SMALLEST CROSS-SECTIONAL DIMENSION IS 15 CM OR MORE",44,2078,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:05
440326,OTHER:,44,2079,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:10
440342,TEAK,44,2080,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:15
440349,OTHER,44,2081,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:20
440391,OAK WOOD IN ROUGH,44,2082,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:25
440396,"OF BIRCH (BETULA SPP.),  OTHER",44,2083,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:30
440398,OF EUCALYPTUS (EUCALYPTUS SPP.),44,2084,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:35
440399,OTHER WOOD IN ROUGH,44,2085,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:40
440410,HOOPWOOD ETC CONIFEROUS,44,2086,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:45
440420,HOOPWOOD NON-CONIFEROUS,44,2087,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:50
440500,"WOOD WOOL ,WOOD FLOUR",44,2088,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:53:55
440611,NOT IMPREGNATED: CONIFEROUS,44,2089,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:00
440612,NOT IMPREGNATED: NON-CONIFEROUS,44,2090,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:05
440691,OTHER   CONIFEROUS,44,2091,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:10
440692,OTHER NON-CONIFEROUS,44,2092,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:15
440711,OF PINE (PINUS SPP.),44,2093,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:20
440712,OF FIR (ABIES SPP.) AND SPRUCE ( PICEA SPP.),44,2094,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:25
440713,"OF S-P-F(SPRUCE (PICEA SPP),PINE(PINUS SPP.) AND FIR(ABIES SPP.))",44,2095,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:30
440719,OTHER:,44,2096,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:35
440721,MAHOGANY (SWIETENIA SPP.),44,2097,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:40
440722,"VIROLA, IMBUIA AND BALSA",44,2098,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:45
440723,TEAK,44,2099,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:50
440725,"MERANTI(DRK RD,LGHL RD AND BAKAU)",44,2100,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:54:55
440729,OTHER,44,2101,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:55:00
440791,SAWN/CHIPPED WOOD OF OAK,44,2102,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:55:05
440792,SAWN/CHIPPED WOOD OF BEECH,44,2103,"Wood, Paper & Pulp",Manufactured Goods,2023-01-01 11:55:10
